Procurement Vendor ID|Supplier Name |Address/Country|Service area|Is there further sub-contracting to second or third tier vendors? If so  please provide the full names and full address of 2nd or 3rd tier vendors |Please identify the Customer(s) or Account(s) under the PO  |IMT|IOT|Note
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|BANKING D CTR|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|BUNSHODO KOKUZEI|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|CSL|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|DIR BUSINESSINNOVATION|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|DOWA F&M            SO|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|ECOOD FTP|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|GVI-BAU|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|HADANO CITY HALL|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|IBM JAPAN|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|IGA ECM PROJECT|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|JAPAN POST BANK|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|JFE LIFE|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|JFE-S|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|JRI SMBC SHINMEGURO|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|JTSB|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|KANPO OIO ZUIKEI|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|KHI AKASHI|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|MEIJI SEIKA TP|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|MHBK TEZUKA|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|MIZUHO HOLDINGS TAMA N|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|MIZUHO SECURITIES|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|MOCHIDA SEIYAKU|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|MPHPT-RP|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|SAITAMA NOKYO JOHO CTR|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|SAITAMA SHINREN|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|SBTM WHITE CLOUD DAAS|JPN|JN|From Data Center team
949674|RITEMU KK|JAPAN|G  -  ENVIRONMENTAL  -|(blank)|TOSHO|JPN|JN|From Data Center team
96550960-7|SODEXO SERVICIOS SA|CHILE|B  -  SITE MAINTENANCE|(blank)|All Customers|SSA|LA|From Data Center team
96550960-7|SODEXO SERVICIOS SA|CHILE|B  -  SITE MAINTENANCE|(blank)|BHP CHILE INC.|SSA|LA|From Data Center team
96550960-7|SODEXO SERVICIOS SA|CHILE|B  -  SITE MAINTENANCE|(blank)|CAPITAL S.A.|SSA|LA|From Data Center team
96592740-9|SCHNEIDER ELECTRIC CHILE SA|CHILE|B  -  SITE MAINTENANCE|(blank)|MINERA ESCONDID|SSA|LA|From Data Center team
A0180|SCHNEIDER ELECTRIC IT BUSINESS INDI|INDIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ISA|AP|From Data Center team
A0651|ASHOK ENGINEERS|INDIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ISA|AP|From Data Center team
A586|AT&T WORLDWIDE TELECOMMUNICATIONS S|SINGAPORE|F1  -  COLOCATION  -  |(blank)|MOONLIGHT|ASE|AP|From Data Center team
B0001|BLUE STAR LIMITED|INDIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ISA|AP|From Data Center team
B0353|BS ENGINEERING SERVICES|INDIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ISA|AP|From Data Center team
B05066|PT JONES LANG LASALLE|INDONESIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ASE|AP|From Data Center team
B05066|PT JONES LANG LASALLE|INDONESIA|B  -  SITE MAINTENANCE|(blank)|PT INDOSAT TBK|ASE|AP|From Data Center team
B08021|PT DWIMITRA EKATAMA MANDIRI|INDONESIA|B  -  SITE MAINTENANCE|(blank)|PT SIGMA CIPTA CARAKA|ASE|AP|From Data Center team
B08077|PT PRIMA TUNGGAL JAVALAND|INDONESIA|B  -  SITE MAINTENANCE|(blank)|PT SIGMA CIPTA CARAKA|ASE|AP|From Data Center team
C00257|CSF ADVISERS SDN BHD|MALAYSIA|F1  -  COLOCATION  -  |(blank)|All Customers|ASE|AP|From Data Center team
C00257|CSF ADVISERS SDN BHD|MALAYSIA|F1  -  COLOCATION  -  |(blank)|ASTRAZENECA ASIA-PACIFIC BUSIN|ASE|AP|From Data Center team
C00257|CSF ADVISERS SDN BHD|MALAYSIA|F1  -  COLOCATION  -  |(blank)|DIGICERT SDN. BHD|ASE|AP|From Data Center team
C00257|CSF ADVISERS SDN BHD|MALAYSIA|F1  -  COLOCATION  -  |(blank)|DKSH CORPORATE SHARED SERVICES|ASE|AP|From Data Center team
C00257|CSF ADVISERS SDN BHD|MALAYSIA|F1  -  COLOCATION  -  |(blank)|ECOSWAY.COM SDN BHD|ASE|AP|From Data Center team
C00257|CSF ADVISERS SDN BHD|MALAYSIA|F1  -  COLOCATION  -  |(blank)|MALAYSIA DIGITAL ECONOMY CORPO|ASE|AP|From Data Center team
C00257|CSF ADVISERS SDN BHD|MALAYSIA|F1  -  COLOCATION  -  |(blank)|MULTIMEDIA DEVELOPMENT CORPORA|ASE|AP|From Data Center team
C00257|CSF ADVISERS SDN BHD|MALAYSIA|F1  -  COLOCATION  -  |(blank)|NS BLUESCOPE ASIA SDN BHD|ASE|AP|From Data Center team
C00257|CSF ADVISERS SDN BHD|MALAYSIA|F1  -  COLOCATION  -  |(blank)|USG BORAL BUILDING PRODUCTS SD|ASE|AP|From Data Center team
C00257|CSF ADVISERS SDN BHD|MALAYSIA|F1  -  COLOCATION  -  |(blank)|VADS BERHAD|ASE|AP|From Data Center team
C00276|CANVENDISH COMPANY|HONG KONG|B  -  SITE MAINTENANCE|(blank)|All Customers|HKR|CH|From Data Center team
C00361|CHAN S CLEANING SERVICE CO|HONG KONG|B  -  SITE MAINTENANCE|(blank)|All Customers|HKR|CH|From Data Center team
C0593|COSMOS INNOVATIVE SYSTEMS PVT LTD|INDIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ISA|AP|From Data Center team
C858|CDL CODELEC COMPANIA DE ELECTRICIDA|VENEZUELA|B  -  SITE MAINTENANCE|(blank)|All Customers|SSA|LA|From Data Center team
D00208|DONGBU INC|SOUTH KOREA|F1  -  COLOCATION  -  |(blank)|JT CAPITAL COMPANY LIMITED|KOR|AP|From Data Center team
D00208|DONGBU INC|SOUTH KOREA|F1  -  COLOCATION  -  |(blank)|STANDARD CHARTERED BANK KOREA|KOR|AP|From Data Center team
D00208|DONGBU INC|SOUTH KOREA|F1  -  COLOCATION  -  |(blank)|STANDARD CHARTERED SECURITIES|KOR|AP|From Data Center team
E00092|VERTIV THAILAND CO LTD LTD|THAILAND|B  -  SITE MAINTENANCE|(blank)|DEUTSCHE BANK A.G.  BANGKOK BR|ASE|AP|From Data Center team
E00092|VERTIV THAILAND CO LTD LTD|THAILAND|F1  -  COLOCATION  -  |(blank)|All Customers|ASE|AP|From Data Center team
E00120|EP KOREA|SOUTH KOREA|B  -  SITE MAINTENANCE|(blank)|KOREA INVESTMENT & SECURITIES|KOR|AP|From Data Center team
E0079|VERTIV ENERGY PRIVATE LIMITED|INDIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ISA|AP|From Data Center team
E0079|VERTIV ENERGY PRIVATE LIMITED|INDIA|B  -  SITE MAINTENANCE|(blank)|VODAFONE INDIA LTD|ISA|AP|From Data Center team
E0251|EATON POWER QUALITY PRIVATE LIMITED|INDIA|B  -  SITE MAINTENANCE|(blank)|GUJARAT CO-OPERATIVE MILK MARK|ISA|AP|From Data Center team
E226|EMERSON VENEZUELA CA|VENEZUELA|B  -  SITE MAINTENANCE|(blank)|All Customers|SSA|LA|From Data Center team
E805|EQUINIX SINGAPORE PTE LTD|SINGAPORE|F1  -  COLOCATION  -  |(blank)|All Customers|ASE|AP|From Data Center team
E945|VERTIV SINGAPORE  PTE LTD PTE LTD|SINGAPORE|F1  -  COLOCATION  -  |(blank)|SINGAPORE AIRLINES LIMITED|ASE|AP|From Data Center team
F0128|APLEONA HSG SRO|SLOVAKIA|B  -  SITE MAINTENANCE|(blank)|All Customers|CEE|EUROPE|From Data Center team
G0242|GLOBAL POWER SOURCE INDIA PVT LTD|INDIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ISA|AP|From Data Center team
H00061|AR CO|SOUTH KOREA|B  -  SITE MAINTENANCE|(blank)|DAISHIN SECURITIES|KOR|AP|From Data Center team
H00061|AR CO|SOUTH KOREA|B  -  SITE MAINTENANCE|(blank)|HYUNDAI MOBIS_HQ|KOR|AP|From Data Center team
H00061|AR CO|SOUTH KOREA|B  -  SITE MAINTENANCE|(blank)|S-OIL CO.LTD.|KOR|AP|From Data Center team
H00373|HANSAN CNS CO LTD|SOUTH KOREA|B  -  SITE MAINTENANCE|(blank)|ALLIANZ LIFE INSURANCE|KOR|AP|From Data Center team
H0149|HONEYWELL AUTOMATION INDIA LTD|INDIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ISA|AP|From Data Center team
H0149|HONEYWELL AUTOMATION INDIA LTD|INDIA|B  -  SITE MAINTENANCE|(blank)|GUJARAT CO-OPERATIVE MILK MARK|ISA|AP|From Data Center team
I00087|ITEM ENGINEERING LIMITED|HONG KONG|B  -  SITE MAINTENANCE|(blank)|All Customers|HKR|CH|From Data Center team
I00152|ITEM ENGINEERING LTD|MACAU|B  -  SITE MAINTENANCE|(blank)|All Customers|HKR|CH|From Data Center team
I0534|INFO.SERVICES|INDIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ISA|AP|From Data Center team
I0534|INFO.SERVICES|INDIA|B  -  SITE MAINTENANCE|(blank)|BHARTI AIRTEL LIMITED|ISA|AP|From Data Center team
J00075|JONES LANG LASALLE MANAGEMENT LIMIT|THAILAND|B  -  SITE MAINTENANCE|(blank)|All Customers|ASE|AP|From Data Center team
J00075|JONES LANG LASALLE MANAGEMENT LIMIT|THAILAND|B  -  SITE MAINTENANCE|(blank)|DEUTSCHE BANK A.G.  BANGKOK BR|ASE|AP|From Data Center team
J0013|JOHNSON CONTROLS I PVT LTD|INDIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ISA|AP|From Data Center team
J0114|JONES LANG LASALLE PROPERTY CONSULT|INDIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ISA|AP|From Data Center team
J0114|JONES LANG LASALLE PROPERTY CONSULT|INDIA|B  -  SITE MAINTENANCE|(blank)|NOMURA SERVICES INDIA PVT LTD|ISA|AP|From Data Center team
J99128|JONES LANG LASALLE PHILIPPINES INC|PHILIPPINES|B  -  SITE MAINTENANCE|(blank)|All Customers|ASE|AP|From Data Center team
J99128|JONES LANG LASALLE PHILIPPINES INC|PHILIPPINES|B  -  SITE MAINTENANCE|(blank)|MEAD JOHNSON PHILS.  INC|ASE|AP|From Data Center team
J99128|JONES LANG LASALLE PHILIPPINES INC|PHILIPPINES|B  -  SITE MAINTENANCE|(blank)|METROPOLITAN BANK & TRUST CO|ASE|AP|From Data Center team
J99128|JONES LANG LASALLE PHILIPPINES INC|PHILIPPINES|B  -  SITE MAINTENANCE|(blank)|NUTRI-ASIA  INC|ASE|AP|From Data Center team
J99128|JONES LANG LASALLE PHILIPPINES INC|PHILIPPINES|B  -  SITE MAINTENANCE|(blank)|PHILIPPINE SAVINGS BANK|ASE|AP|From Data Center team
J99128|JONES LANG LASALLE PHILIPPINES INC|PHILIPPINES|B  -  SITE MAINTENANCE|(blank)|RUSTAN COFFEE CORP|ASE|AP|From Data Center team
K00067|K TECH TECHNOLOGY & CONSULTANTS LTD|HONG KONG|B  -  SITE MAINTENANCE|(blank)|CITIGROUP TECHNOLOGY INFRASTRU|HKR|CH|From Data Center team
K00067|K TECH TECHNOLOGY & CONSULTANTS LTD|HONG KONG|B  -  SITE MAINTENANCE|(blank)|THE HONGKONG AND SHANGHAI|HKR|CH|From Data Center team
K0189|KAIZEN IT SERVICES PVT LTD|INDIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ISA|AP|From Data Center team
K860|KEPPEL DC SINGAPORE 2 PTE LTD|SINGAPORE|F1  -  COLOCATION  -  |(blank)|All Customers|ASE|AP|From Data Center team
K860|KEPPEL DC SINGAPORE 2 PTE LTD|SINGAPORE|F1  -  COLOCATION  -  |(blank)|BANK PICTET & CIE (ASIA) LTD|ASE|AP|From Data Center team
K860|KEPPEL DC SINGAPORE 2 PTE LTD|SINGAPORE|F1  -  COLOCATION  -  |(blank)|LIBERTY INTERNATIONAL HOLDINGS|ASE|AP|From Data Center team
L0351|S.A BROTHERS PVT LTD|PAKISTAN|B  -  SITE MAINTENANCE|(blank)|All Customers|PAKISTAN|MEA|From Data Center team
M248|SCHNEIDER ELECTRIC IT SINGAPORE PTE|SINGAPORE|B  -  SITE MAINTENANCE|(blank)|All Customers|ASE|AP|From Data Center team
M56900|MULTISTYLE SPECIALIST INC|PHILIPPINES|F1  -  COLOCATION  -  |(blank)|METROPOLITAN BANK & TRUST CO|ASE|AP|From Data Center team
N00166|TCC TECHNOLOGY CO LTD|THAILAND|F1  -  COLOCATION  -  |(blank)|AIA COMPANY LIMITED|ASE|AP|From Data Center team
N00166|TCC TECHNOLOGY CO LTD|THAILAND|F1  -  COLOCATION  -  |(blank)|THANACHART BANK PUBLIC COMPANY|ASE|AP|From Data Center team
N00166|TCC TECHNOLOGY CO LTD|THAILAND|F1  -  COLOCATION  -  |(blank)|TISCO BANK PUBLIC COMPANY LIMI|ASE|AP|From Data Center team
N0259|NIKHIL COMFORTS|INDIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ISA|AP|From Data Center team
P00176|PCCW POWERBASE DATA CENTER SERVICES|HONG KONG|F1  -  COLOCATION  -  |(blank)|HONG KONG HOUSING AUTHORITY|HKR|CH|From Data Center team
P00176|PCCW POWERBASE DATA CENTER SERVICES|HONG KONG|F1  -  COLOCATION  -  |(blank)|KUEHNE & NAGEL LIMITED|HKR|CH|From Data Center team
P00176|PCCW POWERBASE DATA CENTER SERVICES|HONG KONG|F1  -  COLOCATION  -  |(blank)|ZURICH SERVICES (HONG KONG)|HKR|CH|From Data Center team
P00443|PROGRESS INTERTECH CO LTD|THAILAND|F1  -  COLOCATION  -  |(blank)|AIA COMPANY LIMITED|ASE|AP|From Data Center team
P00443|PROGRESS INTERTECH CO LTD|THAILAND|F1  -  COLOCATION  -  |(blank)|I.C.C. INTERNATIONAL PUBLIC CO|ASE|AP|From Data Center team
P086|ST ELECTRONICS DATA CENTRE SOLUTION|SINGAPORE|F1  -  COLOCATION  -  |(blank)|All Customers|ASE|AP|From Data Center team
P484|PRO MATRIX PTE LTD|SINGAPORE|B  -  SITE MAINTENANCE|(blank)|All Customers|ASE|AP|From Data Center team
P484|PRO MATRIX PTE LTD|SINGAPORE|B  -  SITE MAINTENANCE|(blank)|DBS BANK LTD|ASE|AP|From Data Center team
P484|PRO MATRIX PTE LTD|SINGAPORE|B  -  SITE MAINTENANCE|(blank)|HEALTH SCIENCES AUTHORITY|ASE|AP|From Data Center team
P484|PRO MATRIX PTE LTD|SINGAPORE|B  -  SITE MAINTENANCE|(blank)|LAND TRANSPORT AUTHORITY OF SI|ASE|AP|From Data Center team
P484|PRO MATRIX PTE LTD|SINGAPORE|B  -  SITE MAINTENANCE|(blank)|LUCASFILM ANIMATION COMPANY SI|ASE|AP|From Data Center team
P484|PRO MATRIX PTE LTD|SINGAPORE|B  -  SITE MAINTENANCE|(blank)|SINGAPORE AIRLINES LIMITED|ASE|AP|From Data Center team
P484|PRO MATRIX PTE LTD|SINGAPORE|B  -  SITE MAINTENANCE|(blank)|SINGAPORE DEPOSIT INSURANCE CO|ASE|AP|From Data Center team
P484|PRO MATRIX PTE LTD|SINGAPORE|F1  -  COLOCATION  -  |(blank)|All Customers|ASE|AP|From Data Center team
R0002|ROTO POWER PROJECTS PRIVATE LIMITED|INDIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ISA|AP|From Data Center team
R0002|ROTO POWER PROJECTS PRIVATE LIMITED|INDIA|B  -  SITE MAINTENANCE|(blank)|CANARA BANK|ISA|AP|From Data Center team
R00023|RETECH ELECTRONICS CO|SOUTH KOREA|B  -  SITE MAINTENANCE|(blank)|DAISHIN SECURITIES|KOR|AP|From Data Center team
R0008|RITTAL INDIA PVT LTD|INDIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ISA|AP|From Data Center team
R0216|RELIANCE COMMUNICATIONS INFRASTRUCT|INDIA|F1  -  COLOCATION  -  |(blank)|LIFESTYLE INTERNATIONAL PVT LT|ISA|AP|From Data Center team
R0216|RELIANCE COMMUNICATIONS INFRASTRUCT|INDIA|F1  -  COLOCATION  -  |(blank)|MAX HYPERMARKET INDIA PRIVATE|ISA|AP|From Data Center team
S00172|SYSTEM 7 CO LTD|THAILAND|B  -  SITE MAINTENANCE|(blank)|All Customers|ASE|AP|From Data Center team
S00223|SE WON E&PD CORP|SOUTH KOREA|B  -  SITE MAINTENANCE|(blank)|All Customers|KOR|AP|From Data Center team
S00538|SCHNEIDER ELECTRIC IT MALAYSIA SDN|MALAYSIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ASE|AP|From Data Center team
S00538|SCHNEIDER ELECTRIC IT MALAYSIA SDN|MALAYSIA|B  -  SITE MAINTENANCE|(blank)|CAGAMAS BERHAD|ASE|AP|From Data Center team
S00555|SITE PREPARATION MANAGEMENT CO LTD|THAILAND|B  -  SITE MAINTENANCE|(blank)|All Customers|ASE|AP|From Data Center team
S00555|SITE PREPARATION MANAGEMENT CO LTD|THAILAND|F1  -  COLOCATION  -  |(blank)|I.C.C. INTERNATIONAL PUBLIC CO|ASE|AP|From Data Center team
S1086|STULZ CHSPL INDIA PVT LTD|INDIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ISA|AP|From Data Center team
S1086|STULZ CHSPL INDIA PVT LTD|INDIA|B  -  SITE MAINTENANCE|(blank)|VODAFONE INDIA LIMITED|ISA|AP|From Data Center team
S1086|STULZ CHSPL INDIA PVT LTD|INDIA|B  -  SITE MAINTENANCE|(blank)|VODAFONE INDIA LTD|ISA|AP|From Data Center team
S1203|SOCOMEC INNOVATIVE POWER SOLUTIONS|INDIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ISA|AP|From Data Center team
S1279|SODEXO FACILITIES MANAGEMENT SERVIC|INDIA|B  -  SITE MAINTENANCE|(blank)|VODAFONE INDIA LIMITED|ISA|AP|From Data Center team
S1279|SODEXO FACILITIES MANAGEMENT SERVIC|INDIA|B  -  SITE MAINTENANCE|(blank)|VODAFONE INDIA LTD|ISA|AP|From Data Center team
S1308|SIFY TECHNOLOGIES LIMITED|INDIA|F1  -  COLOCATION  -  |(blank)|JET AIRWAYS INDIA LIMITED|ISA|AP|From Data Center team
S1308|SIFY TECHNOLOGIES LIMITED|INDIA|F1  -  COLOCATION  -  |(blank)|VODAFONE INDIA LIMITED|ISA|AP|From Data Center team
S1308|SIFY TECHNOLOGIES LIMITED|INDIA|F1  -  COLOCATION  -  |(blank)|VODAFONE INDIA LTD|ISA|AP|From Data Center team
T0241|TATA TELESERVICES LIMITED|INDIA|F1  -  COLOCATION  -  |(blank)|VIOM NETWORKS LIMITED|ISA|AP|From Data Center team
T0443|TATA COMMUNICATIONS LIMITED|INDIA|F1  -  COLOCATION  -  |(blank)|MNP INTERCONNECTION TELECOM SO|ISA|AP|From Data Center team
T0443|TATA COMMUNICATIONS LIMITED|INDIA|F1  -  COLOCATION  -  |(blank)|VODAFONE INDIA LIMITED|ISA|AP|From Data Center team
T0443|TATA COMMUNICATIONS LIMITED|INDIA|F1  -  COLOCATION  -  |(blank)|VODAFONE INDIA LTD|ISA|AP|From Data Center team
T0486|TALIN MODULAR OFFICE FURNITURE SYST|INDIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ISA|AP|From Data Center team
V0005|VOLTAS LIMITED|INDIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ISA|AP|From Data Center team
V0211|VIBGYOR NET CONNECTIONS PVT LTD|INDIA|B  -  SITE MAINTENANCE|(blank)|BHARTI AIRTEL LIMITED|ISA|AP|From Data Center team
V132|VZLANA DE AMB Y CONTROL VEACONSA SA|VENEZUELA|B  -  SITE MAINTENANCE|(blank)|All Customers|SSA|LA|From Data Center team
Y00126|YOUNGWOO DIGITAL|SOUTH KOREA|B  -  SITE MAINTENANCE|(blank)|All Customers|KOR|AP|From Data Center team
Y00126|YOUNGWOO DIGITAL|SOUTH KOREA|B  -  SITE MAINTENANCE|(blank)|HYUNDAI MOBIS_HQ|KOR|AP|From Data Center team
Y30712|PROYECTOS Y REDES SA DE CV|MEXICO|B  -  SITE MAINTENANCE|(blank)|SCOTIABANK INVE|MEX|LA|From Data Center team
Z0014|ZENER ELECTRIC COMPANY|INDIA|B  -  SITE MAINTENANCE|(blank)|All Customers|ISA|AP|From Data Center team
Z0014|ZENER ELECTRIC COMPANY|INDIA|B  -  SITE MAINTENANCE|(blank)|BAJAJ ALLIANZ LIFE INSURANCE C|ISA|AP|From Data Center team
Z0014|ZENER ELECTRIC COMPANY|INDIA|B  -  SITE MAINTENANCE|(blank)|DELHI INTERNATIONAL AIRPORT LI|ISA|AP|From Data Center team
N/A|Livingstone Partners GmbH|Germany|Data Center Asset Management - Livingstone is proforming Software Licnese Management on behalf of IBM|N/A|Multiple Accounts|DACH|Europe / UK|BU Focal=Juergen Wolfert  GAM Contact=Sharon Mcvey Other infor=Contracted by GTS
N/A|Rosenberger-OSI GmbH & Co. OHG|Germany|Data Center Asset Management - Receiving and logistic service|N/A|Multiple Accounts|DACH|Europe / DE|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by GTS
N/A|ELOMECH Elektroanlagen GmbH|Germany|Data Center Asset Management - Receiving and logistic service|N/A|Multiple Accounts|DACH|Europe / DE|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by GTS
N/A|VINTIN GmbH|Germany|Data Center Asset Management - Receiving and logistic service|N/A|Multiple Accounts|DACH|Europe / DE  CH|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by GTS
N/A|VINTIN GmbH|switzerland|Data Center Asset Management - Receiving and logistic service|N/A|Multiple Accounts|DACH|Europe / DE  CH|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by GTS
N/A|APLEONA GmbH|Austria|Data Center Asset Management - Receiving and logistic service|N/A|Multiple Accounts|DACH|Europe / AT|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by GTS
N/A|ONIKO AG|switzerland|Data Center Asset Management - HW AM service|N/A|Multiple Accounts|DACH|Europe / CH|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by AM
N/A|CBRE|Finland|Data Center Asset Management - Inventory capture and logistic|N/A|Multiple Accounts|Nordics|Europe / FI|BU Focal=Petr Horak  GAM Contact=Arja Aalto/Finland/IBM Other infor=Contracted by GTS
N/A|Pomery |United Kindom |Data Center Asset Management - Invnentory capture  Agency staff |N/A|Various Accounts and New T& T Accounts (Ventus)|UKI|Europe / UK  IE|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by AM
N/A|Pomery |Ireland|Data Center Asset Management - Invnentory capture  Agency staff |N/A|Various Accounts and New T& T Accounts (Ventus)|UKI|Europe / UK  IE|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by AM
N/A|Nothern Realisations|United Kindom |Data Center Asset Management - Invnentory capture|N/A|Defra|UKI|Europe / UK  IE|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by AM
N/A|Nothern Realisations|Ireland|Data Center Asset Management - Invnentory capture|N/A|Defra|UKI|Europe / UK  IE|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by AM
N/A|Manpower|United Kindom |Data Center Asset Management - Agency staff |N/A|BP|UKI|Europe / UK  IE|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by AM
N/A|Manpower|Ireland|Data Center Asset Management - Agency staff |N/A|BP|UKI|Europe / UK  IE|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by AM
N/A|Adecco|United Kindom |Data Center Asset Management - Agency staff |N/A|DEFRA|UKI|Europe / UK  IE|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by AM
N/A|Adecco|Ireland|Data Center Asset Management - Agency staff |N/A|DEFRA|UKI|Europe / UK  IE|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by AM
N/A|AT&T|Global|Data Center Asset Management - Netoworking services|N/A|Multiple Accounts|Global|Global|BU Focal=Petr Horak  GAM Contact= Other infor=Global
N/A|Manpower|Japan|Data Center Asset Management - Agency staff |N/A|Multiple Accounts|Japan|APCJ/ JP|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by AM
N/A|TDI|Japan|Data Center Asset Management - Agency staff |N/A|Multiple Accounts|Japan|APCJ/ JP|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by AM
N/A|MOPMEDIA |France|Data Center Asset Management - Datacenter services|N/A|Multiple Accounts|France|Europe / FR|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by GTS
N/A|AMAN ||Data Center Asset Management - Inventory capture|N/A|Multiple Accounts|SPGI|Europe / IL|BU Focal=Petr Horak  GAM Contact=AM: Raquel Ibañez Procurement: Fani Sinai/Israel/IBM  Alexander Karadzhov/Bulgaria/IBM Other infor=Contracted by AM
N/A|Maversa||Data Center Asset Management - Inventory capture  Receiving  Labelling|N/A|Multiple Accounts|SPGI|Europe / SP|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by AM
N/A|Londa|Italy|Data Center Asset Management - Warehouse management|N/A|Multiple Accounts|Italy|Europe / IT|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by GTS
N/A|Colfey||Data Center Asset Management - Receiving and logistic service|N/A|Multiple Accounts|Benelux|Europe / BE|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by GTS
N/A|DSV||Data Center Asset Management - Receiving and logistic service|N/A|Multiple Accounts|Nordics|Europe / SE|BU Focal=Petr Horak  GAM Contact=Lars Helgesson/Sweden/IBM Other infor=Contracted by GTS
N/A|KN-DATA||Data Center Asset Management - Receiving and logistic service|N/A|Multiple Accounts|Nordics|Europe / DK|BU Focal=Petr Horak  GAM Contact= Other infor=Contracted by GTS
