PO Number (if  first tier vendor) or ICA-DOU (if IBM entity or IBM Subsidiary)|Procurement Vendor ID (Mandatory for 1° Tier Vendor)|Supplier Name|Country|VAT Number|PO Number (if  first tier vendor) or ICA-DOU (if IBM entity or IBM Subsidiary)|Is the PO GDPR Relevant?|Is there further sub-contracting to second or third tier vendors? If so please provide the full names and full address of 2nd or 3rd tier vendors|Briefly describe the type of services/data processing activity performed by the Vendor|In what category is the Vendor s Service Description ? (using the categories in GSAR (Global Solution Architecture Repository))|PO Status|Start Date|End Date|Business Unit that provide the services through this vendor (free text )|Requester/Approver Name|Please identify the Customer(s) or Account(s) under the PO|NOTE|FP - T&M|Full Supplier Address
5005059072|1000339144|Rackforce Networks Inc|CANADA|Unknown|5005059072|Yes (?)|N/A|NETWORKS|NA as not GDPR Relevent|Open|6/1/2017|1/31/2018|GTS IS|Shannon Enright|Translink|CA|FP|200 2130 LECKIE PLACEKELOWNAV1Y 7W7
5004864702|1000041443|TRACELOGIX INC|CANADA|Unknown|5004864702|Yes (?)|N/A|SPARE PARTS SOLUTION PRINTING|NA as not GDPR Relevent|Open|4/18/2016|12/31/2016|GTS IS|NANCY MCCORMICK|VIA TRANSP TT|CA|FP|202 SOUTH BLAIR STREET UNIT 30WHITBYL1N 8X9
5005021535||THE EMPLOYMENT SOLUTION|CANADA||5005021535|Yes (?)|N/A|Informix||Open|3/23/2013|3/24/2018|CANADA|pgrace@ca.ibm.com|VIA Rail - VIANet|100%|T&M|
5005117947||THE EMPLOYMENT SOLUTION|CANADA||5005117947|Yes (?)|N/A|Onsite Support||Open|10/21/2017|10/23/2018|CANADA|griffjoe@us.ibm.com|BP ISD|8%|T&M|
5005096273||THE EMPLOYMENT SOLUTION|CANADA||5005096273|Yes (?)|N/A|SMI.Performance & Capacity Management MR Storage||Open|11/23/2013|8/22/2018|CANADA|Rafael Perez Leal/CanWest/IBM@IBMCA|Alberta Health|8%|T&M|
5005075657||MANPOWER SERVICES CANADA LTD|CANADA||5005075657|Yes (?)|N/A|Network Integration Services (non-mobile)||Open|4/19/2014|4/21/2018|CANADA|Rafael Perez Leal/CanWest/IBM@IBMCA|Alberta Health|9%|T&M|
5005075657||MANPOWER SERVICES CANADA LTD|CANADA||5005075657|Yes (?)|N/A|Network Integration Services (non-mobile)||Open|4/19/2014|4/21/2018|CANADA|Yuriy Y Fedoronko/CanWest/IBM@IBMCA|Celero Solutions|100%|T&M|
5004990837||MANPOWER SERVICES CANADA LTD|CANADA||5004990837|Yes (?)|N/A|Managed Network Services||Open|9/27/2014|1/31/2018|CANADA|johns@ca.ibm.com|Air Canada|25%|T&M|
5005120430||MANPOWER SERVICES CANADA LTD|CANADA||5005120430|Yes (?)|N/A|Network Integration Services (non-mobile)||Open|10/8/2016|10/30/2018|CANADA|Rafael Perez Leal/CanWest/IBM@IBMCA|Alberta Health|100%|T&M|
5005097098||MANPOWER SERVICES CANADA LTD|CANADA||5005097098|Yes (?)|N/A|Network Integration Services (Cloud)||Open|9/23/2017|9/24/2018|CANADA|johns@ca.ibm.com|Air Canada|96%|T&M|
5005082342||MANPOWER SERVICES CANADA LTD|CANADA||5005082342|Yes (?)|N/A|Mainframe Server Management-Project Services||Open|3/31/2012|3/31/2018|CANADA|pcabaj@ca.ibm.com|Sun Life Assurance Company of Canada|43%|T&M|
5005076316||THE EMPLOYMENT SOLUTION|CANADA||5005076316|Yes (?)|N/A|SMI.Performance & Capacity Management Mainframe||Open|8/12/2017|6/15/2018|CANADA|pcabaj@ca.ibm.com|Sun Life Assurance Company of Canada|5%|T&M|
5005023521||THE EMPLOYMENT SOLUTION|CANADA||5005023521|Yes (?)|N/A|Data Center Operations & Management Services||Open|4/2/2011|4/8/2018|CANADA|pmiddle@ca.ibm.com|Celestica|100%|T&M|
5005099325||THE EMPLOYMENT SOLUTION|CANADA||5005099325|Yes (?)|N/A|High Availability Services||Open|9/18/2010|8/7/2018|CANADA|doughern@ca.ibm.com|National Bank of Canada  ( NBC- BANQUE NATIONALE DU CANADA  BNC)|95%|T&M|
5005066873||KELLY TEMPORARY SERVICES|CANADA||5005066873|Yes (?)|N/A|Mainframe Console Operations||Open|7/6/2013|7/3/2018|CANADA|johns@ca.ibm.com|Air Canada|5%|T&M|
5005066873||KELLY TEMPORARY SERVICES|CANADA||5005066873|Yes (?)|N/A|Mainframe Console Operations||Open|7/6/2013|7/3/2018|CANADA|pgrace@ca.ibm.com|VIA Rail - VIANet|100%|T&M|
5005110192||KELLY TEMPORARY SERVICES|CANADA||5005110192|Yes (?)|N/A|Mainframe Console Operations||Open|10/26/2013|10/5/2018|CANADA|johns@ca.ibm.com|Air Canada|95%|T&M|
5005121457||THE EMPLOYMENT SOLUTION|CANADA||5005121457|Yes (?)|N/A|Mainframe Console Operations||Open|11/23/2013|11/14/2018|CANADA|johns@ca.ibm.com|Air Canada|5%|T&M|
5005121457||THE EMPLOYMENT SOLUTION|CANADA||5005121457|Yes (?)|N/A|Mainframe Console Operations||Open|11/23/2013|11/14/2018|CANADA|pgrace@ca.ibm.com|VIA Rail - VIANet|95%|T&M|
5005077126||THE EMPLOYMENT SOLUTION|CANADA||5005077126|Yes (?)|N/A|Mainframe Console Operations||Open|1/17/2015|8/2/2018|CANADA|johns@ca.ibm.com|Air Canada|5%|T&M|
5005077126||THE EMPLOYMENT SOLUTION|CANADA||5005077126|Yes (?)|N/A|Mainframe Console Operations||Open|1/17/2015|8/2/2018|CANADA|pgrace@ca.ibm.com|VIA Rail - VIANet|95%|T&M|
5005126781||KELLY TEMPORARY SERVICES|CANADA||5005126781|Yes (?)|N/A|Mainframe Console Operations||Open|1/23/2016|7/27/2018|CANADA|johns@ca.ibm.com|Air Canada|5%|T&M|
5005126781||KELLY TEMPORARY SERVICES|CANADA||5005126781|Yes (?)|N/A|Mainframe Console Operations||Open|1/23/2016|7/27/2018|CANADA|pgrace@ca.ibm.com|VIA Rail - VIANet|95%|T&M|
5005034634||KELLY TEMPORARY SERVICES|CANADA||5005034634|Yes (?)|N/A|Mainframe Console Operations||Open|4/15/2017|4/19/2018|CANADA|johns@ca.ibm.com|Air Canada|5%|T&M|
5005034634||KELLY TEMPORARY SERVICES|CANADA||5005034634|Yes (?)|N/A|Mainframe Console Operations||Open|4/15/2017|4/19/2018|CANADA|pgrace@ca.ibm.com|VIA Rail - VIANet|95%|T&M|
5005040320||THE EMPLOYMENT SOLUTION|CANADA||5005040320|Yes (?)|N/A|Mainframe Console Operations||Open|4/29/2017|4/29/2018|CANADA|johns@ca.ibm.com|Air Canada|5%|T&M|
5005040320||THE EMPLOYMENT SOLUTION|CANADA||5005040320|Yes (?)|N/A|Mainframe Console Operations||Open|4/29/2017|4/29/2018|CANADA|pgrace@ca.ibm.com|VIA Rail - VIANet|95%|T&M|
5005120278||KELLY TEMPORARY SERVICES|CANADA||5005120278|Yes (?)|N/A|Mainframe Console Operations||Open|11/4/2017|11/5/2018|CANADA|johns@ca.ibm.com|Air Canada|5%|T&M|
5005120278||KELLY TEMPORARY SERVICES|CANADA||5005120278|Yes (?)|N/A|Mainframe Console Operations||Open|11/4/2017|11/5/2018|CANADA|pgrace@ca.ibm.com|VIA Rail - VIANet|95%|T&M|
5005121456||KELLY TEMPORARY SERVICES|CANADA||5005121456|Yes (?)|N/A|Mainframe Console Operations||Open|11/4/2017|11/9/2018|CANADA|johns@ca.ibm.com|Air Canada|5%|T&M|
5005121456||KELLY TEMPORARY SERVICES|CANADA||5005121456|Yes (?)|N/A|Mainframe Console Operations||Open|11/4/2017|11/9/2018|CANADA|pgrace@ca.ibm.com|VIA Rail - VIANet|100%|T&M|
5005135032||KELLY TEMPORARY SERVICES|CANADA||5005135032|Yes (?)|N/A|Mainframe Console Operations||Open|12/16/2017|12/21/2018|CANADA|johns@ca.ibm.com|Air Canada|100%|T&M|
5005105779||KELLY TEMPORARY SERVICES|CANADA||5005105779|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|CANADA|Roberta.Grounds@us.ibm.com|American Express Global Business Travel|15%|T&M|
5005112919||THE EMPLOYMENT SOLUTION|CANADA||5005112919|Yes (?)|N/A|Mainframe Console Operations||Open|9/16/2017|9/16/2018|CANADA|Rafael Perez Leal/CanWest/IBM@IBMCA|Alberta Health|15%|T&M|
5005106143||THE EMPLOYMENT SOLUTION|CANADA||5005106143|Yes (?)|N/A|Mainframe Console Operations||Open|9/23/2017|9/25/2018|CANADA|Rafael Perez Leal/CanWest/IBM@IBMCA|Alberta Health|15%|T&M|
5005125685||THE EMPLOYMENT SOLUTION|CANADA||5005125685|Yes (?)|N/A|Mainframe Console Operations||Open|11/18/2017|11/23/2018|CANADA|Rafael Perez Leal/CanWest/IBM@IBMCA|Alberta Health|6%|T&M|
5005131568||MANPOWER SERVICES CANADA LTD|CANADA||5005131568|Yes (?)|N/A|Mainframe Console Operations||Open|12/16/2017|12/17/2018|CANADA|doughern@ca.ibm.com|National Bank of Canada  ( NBC- BANQUE NATIONALE DU CANADA  BNC)|17%|T&M|
5005023384||THE EMPLOYMENT SOLUTION|CANADA||5005023384|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|3/28/2015|3/26/2018|CANADA|pgrace@ca.ibm.com|VIA Rail - VIANet|100%|T&M|
5004955826||MANPOWER SERVICES CANADA LTD|CANADA||5004955826|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|11/5/2016|5/22/2018|CANADA|pcabaj@ca.ibm.com|Sun Life Assurance Company of Canada|25%|T&M|
5005055658||THE EMPLOYMENT SOLUTION|CANADA||5005055658|Yes (?)|N/A|Middleware & Database Big Data Analytics||Open|5/10/2014|5/13/2018|CANADA|pcabaj@ca.ibm.com|Sun Life Assurance Company of Canada|38%|T&M|
5005055658||THE EMPLOYMENT SOLUTION|CANADA||5005055658|Yes (?)|N/A|Middleware & Database Big Data Analytics||Open|5/10/2014|5/13/2018|CANADA|pgrace@ca.ibm.com|VIA Rail - VIANet|21%|T&M|
5005137870||MANPOWER SERVICES CANADA LTD|CANADA||5005137870|Yes (?)|N/A|Distributed Disk & SAN Administration||Open|10/21/2017|3/1/2018|CANADA|Rafael Perez Leal/CanWest/IBM@IBMCA|Alberta Health|100%|T&M|
5005109441||MANPOWER SERVICES CANADA LTD|CANADA||5005109441|Yes (?)|N/A|Onsite Support||Open|2/4/2017|2/7/2018|CANADA|lemond@us.ibm.com|AECOM|100%|T&M|
5005075689||THE EMPLOYMENT SOLUTION|CANADA||5005075689|Yes (?)|N/A|Onsite Support||Open|2/25/2017|3/1/2018|CANADA|lemond@us.ibm.com|AECOM|100%|T&M|
5005075660||MANPOWER SERVICES CANADA LTD|CANADA||5005075660|Yes (?)|N/A|Onsite Support||Open|2/4/2017|2/8/2018|CANADA|lemond@us.ibm.com|AECOM|100%|T&M|
5005075690||THE EMPLOYMENT SOLUTION|CANADA||5005075690|Yes (?)|N/A|Onsite Support||Open|2/25/2017|3/1/2018|CANADA|lemond@us.ibm.com|AECOM|100%|T&M|
5005100373||THE EMPLOYMENT SOLUTION|CANADA||5005100373|Yes (?)|N/A|Onsite Support||Open|9/16/2017|9/18/2018|CANADA|lemond@us.ibm.com|AECOM|100%|T&M|
5005102514||MANPOWER SERVICES CANADA LTD|CANADA||5005102514|Yes (?)|N/A|Onsite Support||Open|9/23/2017|9/25/2018|CANADA|lemond@us.ibm.com|AECOM|100%|T&M|
5005102540||THE EMPLOYMENT SOLUTION|CANADA||5005102540|Yes (?)|N/A|Onsite Support||Open|9/16/2017|7/30/2021|CANADA|lemond@us.ibm.com|AECOM|100%|T&M|
5005128241||THE EMPLOYMENT SOLUTION|CANADA||5005128241|Yes (?)|N/A|Onsite Support||Open|12/16/2017|12/18/2018|CANADA|lemond@us.ibm.com|AECOM|97%|T&M|
5005077012||MANPOWER SERVICES CANADA LTD|CANADA||5005077012|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|3/7/2015|3/8/2018|CANADA|Rafael Perez Leal/CanWest/IBM@IBMCA|Alberta Health|1%|T&M|
5005029408||MANPOWER SERVICES CANADA LTD|CANADA||5005029408|Yes (?)|N/A|UNIX Operating Systems LINUX||Open|4/16/2016|4/14/2018|CANADA|pgrace@ca.ibm.com|VIA Rail - VIANet|1%|T&M|
5005099318||THE EMPLOYMENT SOLUTION|CANADA||5005099318|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|9/17/2016|9/20/2018|CANADA|Rafael Perez Leal/CanWest/IBM@IBMCA|Alberta Health|32%|T&M|
5005137332||MANPOWER SERVICES CANADA LTD|CANADA||5005137332|Yes (?)|N/A|Distributed Server Mgmt (UNIX)-Project Services||Open|12/9/2017|3/1/2018|CANADA|Rafael Perez Leal/CanWest/IBM@IBMCA|Alberta Health|100%|T&M|
5005059480||THE EMPLOYMENT SOLUTION|CANADA||5005059480|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|1/23/2010|7/1/2018|CANADA|doughern@ca.ibm.com|National Bank of Canada  ( NBC- BANQUE NATIONALE DU CANADA  BNC)|100%|T&M|
5004878835||MANPOWER SERVICES CANADA LTD|CANADA||5004878835|Yes (?)|N/A|Infrastructure Services-Availability Management||Open|5/28/2016|3/30/2018|CANADA|Rafael Perez Leal/CanWest/IBM@IBMCA|Alberta Health|3%|T&M|
5005110323||MANPOWER SERVICES CANADA LTD|CANADA||5005110323|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|6/29/2013|7/31/2018|INDUSTRIAL|James Barina/Detroit/IBM|Fluor|13%|T&M|
5005057662||MANPOWER SERVICES CANADA LTD|CANADA||5005057662|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|6/22/2013|6/25/2018|INDUSTRIAL|James Barina/Detroit/IBM|Fluor|31%|T&M|
5005081752||THE EMPLOYMENT SOLUTION|CANADA||5005081752|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|5/4/2013|5/25/2018|CANADA|baschier@us.ibm.com|SAP Tower & iERP (IGA US Internal account)|100%|T&M|
5005064471||THE EMPLOYMENT SOLUTION|CANADA||5005064471|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|8/3/2013|7/1/2018|CANADA|doughern@ca.ibm.com|National Bank of Canada  ( NBC- BANQUE NATIONALE DU CANADA  BNC)|100%|T&M|
5005099317||MANPOWER SERVICES CANADA LTD|CANADA||5005099317|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|8/10/2013|3/30/2018|CANADA|doughern@ca.ibm.com|National Bank of Canada  ( NBC- BANQUE NATIONALE DU CANADA  BNC)|100%|T&M|
5004995845||MANPOWER SERVICES CANADA LTD|CANADA||5004995845|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|9/14/2013|3/30/2018|CANADA|doughern@ca.ibm.com|National Bank of Canada  ( NBC- BANQUE NATIONALE DU CANADA  BNC)|100%|T&M|
5005066858||MANPOWER SERVICES CANADA LTD|CANADA||5005066858|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|12/7/2013|3/30/2018|CANADA|doughern@ca.ibm.com|National Bank of Canada  ( NBC- BANQUE NATIONALE DU CANADA  BNC)|48%|T&M|
5005077517||MANPOWER SERVICES CANADA LTD|CANADA||5005077517|Yes (?)|N/A|Infrastructure Services-Availability Management||Open|5/2/2015|2/28/2018|CANADA|pcabaj@ca.ibm.com|Sun Life Assurance Company of Canada|100%|T&M|
5005057663||THE EMPLOYMENT SOLUTION|CANADA||5005057663|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|5/30/2015|3/30/2018|CANADA|doughern@ca.ibm.com|National Bank of Canada  ( NBC- BANQUE NATIONALE DU CANADA  BNC)|100%|T&M|
5004990147||THE EMPLOYMENT SOLUTION|CANADA||5004990147|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|2/6/2016|3/30/2018|CANADA|doughern@ca.ibm.com|National Bank of Canada  ( NBC- BANQUE NATIONALE DU CANADA  BNC)|58%|T&M|
5004900756||MANPOWER SERVICES CANADA LTD|CANADA||5004900756|Yes (?)|N/A|Infrastructure Services||Open|8/6/2016|5/1/2018|CANADA|johns@ca.ibm.com|Air Canada|42%|T&M|
5004900756||MANPOWER SERVICES CANADA LTD|CANADA||5004900756|Yes (?)|N/A|Infrastructure Services||Open|8/6/2016|5/1/2018|CANADA|johns@ca.ibm.com|Air Canada|100%|T&M|
5004929814||THE EMPLOYMENT SOLUTION|CANADA||5004929814|Yes (?)|N/A|UNIX Operating Systems AIX||Open|9/17/2016|1/31/2018|CANADA|doughern@ca.ibm.com|National Bank of Canada  ( NBC- BANQUE NATIONALE DU CANADA  BNC)|100%|T&M|
5004960747||MANPOWER SERVICES CANADA LTD|CANADA||5004960747|Yes (?)|N/A|Infrastructure Services-Availability Management||Open|12/10/2016|5/24/2018|CANADA|doughern@ca.ibm.com|National Bank of Canada  ( NBC- BANQUE NATIONALE DU CANADA  BNC)|100%|T&M|
5005011781||THE EMPLOYMENT SOLUTION|CANADA||5005011781|Yes (?)|N/A|UNIX Operating Systems AIX||Open|3/18/2017|3/16/2018|CANADA|doughern@ca.ibm.com|National Bank of Canada  ( NBC- BANQUE NATIONALE DU CANADA  BNC)|100%|T&M|
5005080639||THE EMPLOYMENT SOLUTION|CANADA||5005080639|Yes (?)|N/A|General||Open|7/29/2017|7/30/2018|CANADA|johns@ca.ibm.com|Air Canada|100%|T&M|
5005084057||THE EMPLOYMENT SOLUTION|CANADA||5005084057|Yes (?)|N/A|Infrastructure Services||Open|8/19/2017|8/14/2018|CANADA|johns@ca.ibm.com|Air Canada|100%|T&M|
5005098218||MANPOWER SERVICES CANADA LTD|CANADA||5005098218|Yes (?)|N/A|Infrastructure Services||Open|8/26/2017|9/11/2018|CANADA|johns@ca.ibm.com|Air Canada|100%|T&M|
5005110063||THE EMPLOYMENT SOLUTION|CANADA||5005110063|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|10/14/2017|10/2/2018|CANADA|johns@ca.ibm.com|Air Canada|100%|T&M|
5005125688||THE EMPLOYMENT SOLUTION|CANADA||5005125688|Yes (?)|N/A|Infrastructure Services||Open|11/18/2017|11/23/2018|CANADA|johns@ca.ibm.com|Air Canada|100%|T&M|
5005134031||MANPOWER SERVICES CANADA LTD|CANADA||5005134031|Yes (?)|N/A|Infrastructure Services||Open|12/30/2017|1/2/2019|CANADA|johns@ca.ibm.com|Air Canada|100%|T&M|
5005132043||MANPOWER SERVICES CANADA LTD|CANADA||5005132043|Yes (?)|N/A|Infrastructure Services||Open|12/16/2017|12/18/2018|CANADA|pcabaj@ca.ibm.com|Sun Life Assurance Company of Canada|49%|T&M|
5005136676||KELLY TEMPORARY SERVICES|CANADA||5005136676|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|CANADA|Rafael Perez Leal/CanWest/IBM@IBMCA|Alberta Health|100%|T&M|
5005136675||KELLY TEMPORARY SERVICES|CANADA||5005136675|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|CANADA|Rafael Perez Leal/CanWest/IBM@IBMCA|Alberta Health|25%|T&M|
5005136677||KELLY TEMPORARY SERVICES|CANADA||5005136677|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|CANADA|Rafael Perez Leal/CanWest/IBM@IBMCA|Alberta Health|30%|T&M|
5005068551||KELLY TEMPORARY SERVICES|CANADA||5005068551|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|CANADA|Rafael Perez Leal/CanWest/IBM@IBMCA|Alberta Health|33%|T&M|
5005122102||KELLY TEMPORARY SERVICES|CANADA||5005122102|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|CANADA|Rafael Perez Leal/CanWest/IBM@IBMCA|Alberta Health|100%|T&M|
5005090846||MANPOWER SERVICES CANADA LTD|CANADA||5005090846|Yes (?)|N/A|Infrastructure Services-Availability Management||Open|1/28/2017|8/3/2018|CANADA|pcabaj@ca.ibm.com|Sun Life Assurance Company of Canada|91%|T&M|
5005088215||THE EMPLOYMENT SOLUTION|CANADA||5005088215|Yes (?)|N/A|Middleware & Database Big Data Analytics||Open|1/21/2012|6/21/2018|CANADA|Rafael Perez Leal/CanWest/IBM@IBMCA|Alberta Health|6%|T&M|
5005008237||MANPOWER SERVICES CANADA LTD|CANADA||5005008237|Yes (?)|N/A|DB2 LUW||Open|2/14/2015|2/19/2018|CANADA|pgrace@ca.ibm.com|VIA Rail - VIANet|100%|T&M|
5005055151||MANPOWER SERVICES CANADA LTD|CANADA||5005055151|Yes (?)|N/A|DB2 LUW||Open|5/23/2015|5/20/2018|CANADA|Rafael Perez Leal/CanWest/IBM@IBMCA|Alberta Health|50%|T&M|
5004958626||THE EMPLOYMENT SOLUTION|CANADA||5004958626|Yes (?)|N/A|DB2 LUW||Open|11/14/2015|11/17/2018|CANADA|Rafael Perez Leal/CanWest/IBM@IBMCA|Alberta Health|14%|T&M|
5005077006||MANPOWER SERVICES CANADA LTD|CANADA||5005077006|Yes (?)|N/A|Middleware-Project Services||Open|5/7/2016|4/30/2018|CANADA|johns@ca.ibm.com|Air Canada|3%|T&M|
5005077006||MANPOWER SERVICES CANADA LTD|CANADA||5005077006|Yes (?)|N/A|Middleware-Project Services||Open|5/7/2016|4/30/2018|CANADA|pcabaj@ca.ibm.com|Sun Life Assurance Company of Canada|1%|T&M|
5005077006||MANPOWER SERVICES CANADA LTD|CANADA||5005077006|Yes (?)|N/A|Middleware-Project Services||Open|5/7/2016|4/30/2018|CANADA|pgrace@ca.ibm.com|VIA Rail - VIANet|100%|T&M|
5005123149||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005123149|Yes (?)|N/A|Infrastructure Services-Availability Management||Open|11/13/1999|9/24/2018|FINANCIAL|margazi@us.ibm.com|Viewpointe Archive Services|100%|T&M|
5005123087||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005123087|Yes (?)|N/A|Middleware & Database Big Data Analytics||Open|12/27/2008|11/1/2018|FINANCIAL|margazi@us.ibm.com|Viewpointe Archive Services|100%|T&M|
5005124467||CDI CORP|UNITED STATES||5005124467|Yes (?)|N/A|UNIX Operating Systems AIX||Open|7/10/2010|12/17/2018|FINANCIAL|margazi@us.ibm.com|Viewpointe Archive Services|100%|T&M|
5005090706||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005090706|Yes (?)|N/A|UNIX Operating Systems AIX||Open|2/25/2012|2/7/2018|FINANCIAL|margazi@us.ibm.com|Viewpointe Archive Services|100%|T&M|
5005122995||CDI CORP|UNITED STATES||5005122995|Yes (?)|N/A|System Operations||Open|4/28/2012|9/30/2018|FINANCIAL|margazi@us.ibm.com|Viewpointe Archive Services|100%|T&M|
5005110967||CDI CORP|UNITED STATES||5005110967|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|4/27/2013|6/3/2018|FINANCIAL|margazi@us.ibm.com|Viewpointe Archive Services|100%|T&M|
5005140625||CDI CORP|UNITED STATES||5005140625|Yes (?)|N/A|UNIX Operating Systems AIX||Open|1/27/2018|1/29/2019|FINANCIAL|margazi@us.ibm.com|Viewpointe Archive Services|100%|T&M|
5005079116||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005079116|Yes (?)|N/A|UNIX Operating Systems AIX||Open|10/21/2000|2/25/2018|FINANCIAL|margazi@us.ibm.com|Viewpointe Archive Services|100%|T&M|
5005070079||CAREER CONNECTION INC|UNITED STATES||5005070079|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|FINANCIAL|jschroad@us.ibm.com|American Express TRS|12%|T&M|
5004998052||CAREER CONNECTION INC|UNITED STATES||5004998052|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|jeffreyn@us.ibm.com|Allegheny Technologies Inc   (ATI)|14%|T&M|
5004998052||CAREER CONNECTION INC|UNITED STATES||5004998052|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|blklinke@us.ibm.com|State of California CWS|100%|T&M|
5005000006||CAREER CONNECTION INC|UNITED STATES||5005000006|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|FINANCIAL|jschroad@us.ibm.com|American Express TRS|100%|T&M|
5005055851||CAREER CONNECTION INC|UNITED STATES||5005055851|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|FINANCIAL|jschroad@us.ibm.com|American Express TRS|100%|T&M|
5005051966||CAREER CONNECTION INC|UNITED STATES||5005051966|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|FINANCIAL|jschroad@us.ibm.com|American Express TRS|12%|T&M|
5005106395||CAREER CONNECTION INC|UNITED STATES||5005106395|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|jeffreyn@us.ibm.com|Allegheny Technologies Inc   (ATI)|13%|T&M|
5005106395||CAREER CONNECTION INC|UNITED STATES||5005106395|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|blklinke@us.ibm.com|State of California CWS|11%|T&M|
5005122443||CAREER CONNECTION INC|UNITED STATES||5005122443|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|jeffreyn@us.ibm.com|Allegheny Technologies Inc   (ATI)|16%|T&M|
5005122443||CAREER CONNECTION INC|UNITED STATES||5005122443|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|blklinke@us.ibm.com|State of California CWS|100%|T&M|
5004998053||CAREER CONNECTION INC|UNITED STATES||5004998053|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|FINANCIAL|jschroad@us.ibm.com|American Express TRS|100%|T&M|
5005120483||CAREER CONNECTION INC|UNITED STATES||5005120483|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|FINANCIAL|jschroad@us.ibm.com|American Express TRS|100%|T&M|
5005015286||CAREER CONNECTION INC|UNITED STATES||5005015286|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|FINANCIAL|jschroad@us.ibm.com|American Express TRS|100%|T&M|
5004971298||CAREER CONNECTION INC|UNITED STATES||5004971298|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|FINANCIAL|jschroad@us.ibm.com|American Express TRS|100%|T&M|
5005055896||CAREER CONNECTION INC|UNITED STATES||5005055896|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|FINANCIAL|jschroad@us.ibm.com|American Express TRS|94%|T&M|
5005016347||CAREER CONNECTION INC|UNITED STATES||5005016347|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|FINANCIAL|jschroad@us.ibm.com|American Express TRS|6%|T&M|
5005016347||CAREER CONNECTION INC|UNITED STATES||5005016347|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|DISTRIBUTION|dmassoni@us.ibm.com|Avis Budget Car Rental|0%|T&M|
5005125115||CAREER CONNECTION INC|UNITED STATES||5005125115|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|FINANCIAL|jschroad@us.ibm.com|American Express TRS|100%|T&M|
5005051964||CAREER CONNECTION INC|UNITED STATES||5005051964|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|FINANCIAL|jschroad@us.ibm.com|American Express TRS|12%|T&M|
5005106392||CAREER CONNECTION INC|UNITED STATES||5005106392|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|INDUSTRIAL|jeffreyn@us.ibm.com|Allegheny Technologies Inc   (ATI)|14%|T&M|
5005106392||CAREER CONNECTION INC|UNITED STATES||5005106392|Yes (?)|N/A|Service Desk||Open|#N/A|#N/A|PUBLIC|blklinke@us.ibm.com|State of California CWS|100%|T&M|
