Procurement Vendor ID (Mandatory for 1° Tier Vendor)	Supplier Name	Country	VAT Number	Subcontractos	Is there further sub-contracting to second or third tier vendors? If so please provide the full names and full address of 2nd or 3rd tier vendors	PO Number (if  first tier vendor) or ICA-DOU (if IBM entity or IBM Subsidiary)	Family code	PO/BSAP/ICA/DOU full description	Briefly describe the type of services/data processing activity performed by the Vendor	Service Caegory was identified (Y/N)	In what category is the Vendor s Service Description ? (using the categories in GSAR (Global Solution Architecture Repository))	PO Status	Start Date	End Date	PO/ICA Amount  (not mandatory - free text)	Business Unit that provide the services through this vendor (free text )	Requester/Approver Name	Customer identified	Please identify the Customer(s) or Account(s) under the PO	NOTE	Is the PO GDPR Relevant?	Market	Market note	Action Owner	Data Input Completed? Yes/No/Partial.	Next Person to chase		Should the PO be closed immediately? Yes or No.
1000254999	SOPRA GROUP INFORMATICA SA	SPAIN	ESA79329108	No	N/A	4603262052	N	N  -  TECH SUBCON  -  SUBCON UNIQUE SKILL T&M  -  TM T2F7VG 01 MAR 2017 28 FEB 2018	TM T2F7VG 01 MAR 2017 28 FEB 2018	Yes	Distributed Middleware Databases Servers and Storage Management	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	CATIA STEEGMANN	Yes	EL CORTE INGLES		Yes	SPAIN	Yes	Yes				
1000254999	SOPRA GROUP INFORMATICA SA	SPAIN	ESA79329108	No	N/A	4603262053	N	N  -  TECH SUBCON  -  SUBCON UNIQUE SKILL T&M  -  TM T2F7VF 01 MAR 2017 28 FEB 2018	TM T2F7VF 01 MAR 2017 28 FEB 2018	Yes	Distributed Middleware Databases Servers and Storage Management	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	CATIA STEEGMANN	Yes	ECI		Yes	SPAIN	Yes	Yes				
1000295489	GENERAL TECHNOLOGIES CONSULTING SL	SPAIN		No	N/A	4603262572	N	N  -  TECH SUBCON  -  SUBCON UNIQUE SKILL T&M  -  ANALISTA ORGÁNICO	ANALISTA ORGÁNICO	Yes	Distributed Middleware Databases Servers and Storage Management	OPEN	3/1/2017	2/28/2018	N/A	GTS INFRA SVCS	CATIA STEEGMANN	Yes	ECI		Yes	SPAIN	Yes	Yes				
1000295489	GENERAL TECHNOLOGIES CONSULTING SL	SPAIN		No	N/A	4603262573	N	N  -  TECH SUBCON  -  SUBCON UNIQUE SKILL T&M  -  ANALISTA FUNCIONAL GPZ	ANALISTA FUNCIONAL GPZ	Yes	Distributed Middleware Databases Servers and Storage Management	OPEN	3/1/2017	2/28/2018	N/A	GTS INFRA SVCS	CATIA STEEGMANN	Yes	ECI		Yes	SPAIN	Yes	Yes				
1000295489	GENERAL TECHNOLOGIES CONSULTING SL	SPAIN		No	N/A	4603262583	N	N  -  TECH SUBCON  -  SUBCON UNIQUE SKILL T&M  -  ANALISTA FUNCIONAL JFG	ANALISTA FUNCIONAL JFG	Yes	Distributed Middleware Databases Servers and Storage Management	OPEN	3/1/2017	2/28/2018	N/A	GTS INFRA SVCS	CATIA STEEGMANN	Yes	ECI		Yes	SPAIN	Yes	Yes				
1000295489	GENERAL TECHNOLOGIES CONSULTING SL	SPAIN		No	N/A	4603262584	N	N  -  TECH SUBCON  -  SUBCON UNIQUE SKILL T&M  -  ANALISTA FUNCIONAL EPB SAP - SYSTEMS MAN	ANALISTA FUNCIONAL EPB SAP - SYSTEMS MAN	Yes	Distributed Middleware Databases Servers and Storage Management	OPEN	3/1/2017	2/28/2018	N/A	GTS INFRA SVCS	CATIA STEEGMANN	Yes	ECI		Yes	SPAIN	Yes	Yes				
1000295489	GENERAL TECHNOLOGIES CONSULTING SL	SPAIN		No	N/A	4603262586	N	N  -  TECH SUBCON  -  SUBCON UNIQUE SKILL T&M  -  CONSULTOR ASC	CONSULTOR ASC	Yes	Distributed Middleware Databases Servers and Storage Management	OPEN	3/1/2017	2/28/2018	N/A	GTS INFRA SVCS	CATIA STEEGMANN	Yes	ECI		Yes	SPAIN	Yes	Yes				
1000403952	DESARROLLO DE MEDIOS Y SISTEMAS SL	SPAIN	ESB84278118	No	N/A	4603265884	N	N  -  TECH SUBCON  -  SUBCON UNIQUE SKILL T&M  -  TM T2F8ZQ 16 MAR 2017 01 FEB 2018	* - GestiÃ³n de almacenamiento IBM: DS8000 ESS800 XIV NAS NSeries/NetApp - GestiÃ³n de almacenamiento de otras marcas: HITACHI en especial HP XP EMC Symmetrix EMC Clariion. - AdministraciÃ³n de redes SAN Brocade y McData. - GestiÃ³n de servici	Yes	Distributed Middleware Databases Servers and Storage Management	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	JOSE MARTINEZ	Yes	all BCRS Customers		Yes	SPAIN	Yes	Yes				
1000375262	HEMMERSBACH GMBH AND CO KG	SPAIN	DE175109060	N/A	N/A	4603255328	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  CAMPOS MANDATORIOS A DAR POR COMPRAS. -	Servicio Soporte OnSite	Yes	Mobility Services Delivery; Managed Mobility and Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	GUILLERMO GARROTE	Yes	BPOIL	IGS Project Number: P032445	Yes	SPAIN	Yes	Yes				
1000375262	HEMMERSBACH GMBH AND CO KG	SPAIN	DE175109060	N/A	N/A	4603281225	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  ON SITE SUPPORT - SYMRISE PROJECT - ON S	Servicio percall	Yes	MCCS-Service Desk; Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	GUILLERMO GARROTE	Yes	SYMRISE	IGS Project Number: P17150	Yes	SPAIN	Yes	Yes				
1000035450	SATEC SA	SPAIN	ESA33117995	No	N/A	4603042744	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  PF E37- IMACS BREAKFIX WORKSTATION REF	PF E37- IMACS BREAKFIX WORKSTATION REF	Yes	Infrastructure and Resiliency; Disaster Recovery and Resiliency Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	PATRICIA SERRANO	Yes	AYUNTAMIENTO AL	IGS Project Number: P033115	Yes	SPAIN	Yes	Yes				
1000035450	SATEC SA	SPAIN	ESA33117995	No	N/A	4603043783	M	M  -  SOFTWARE  -  INFRASTRUCTURE AS SVCS (IAAS)  -  BUZONES BÁSICOS	BUZONES AVANZADOS	Yes	Infrastructure and Resiliency; Disaster Recovery and Resiliency Services	OPEN	9/17/2014	7/31/2018	N/A	GTS INFRA SVCS	PATRICIA SERRANO	Yes	AYUNTAMIENTO AL	IGS Project Number: P033115	Yes	SPAIN	Yes	yes				
1000423435	NTT EUROPE LTD	SPAIN	ESW0065400D	No	N/A	4603246109	M	M  -  SOFTWARE  -  INFRASTRUCTURE AS SVCS (IAAS)  -  A32 - INFRASTRUCTURE AS SVCS (IAAS) - SE	A32 - INFRASTRUCTURE AS SVCS (IAAS) - SE	Yes	Infrastructure and Resiliency; Disaster Recovery and Resiliency Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	ROGER PARRAMON	Yes	UTE IBM INSA SE	IGS Project Number: P031997	Yes	SPAIN	Yes	Yes				
1000423435	NTT EUROPE LTD	SPAIN	ESW0065400D	No	N/A	4603262201	M	M  -  SOFTWARE  -  INFRASTRUCTURE AS SVCS (IAAS)  -  A32 - INFRASTRUCTURE AS SVCS (IAAS) - SE	A32 - INFRASTRUCTURE AS SVCS (IAAS) - SE	Yes	Infrastructure and Resiliency; Disaster Recovery and Resiliency Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	PILAR ESPANOL MA         RTIN	Yes	RS2 SMART PROCE	IGS Project Number: P035401	Yes	SPAIN	Yes	Yes				
1000144356	EXPERIS MANPOWERGROUP SL	SPAIN	ESB82062266	No	N/A	4603201013	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  E37- IMACS BREAKFIX WORKSTATION REFRES	Servicio Plataforma	Yes	Mobility Services Delivery; Managed Mobility and Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	GUILLERMO GARROTE	Yes	FRANCE TELECOM	IGS Project Number: P031558	Yes	SPAIN	Yes	Yes				
1000144356	EXPERIS MANPOWERGROUP SL	SPAIN	ESB82062266	No	N/A	4603244031	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  E37- IMACS BREAKFIX WORKSTATION REFRES	MMS-PM Service	Yes	Mobility Services Delivery; Managed Mobility and Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	GUILLERMO GARROTE	Yes	ALTAMIRA	IGS Project Number: P036643	Yes	SPAIN	Yes	Yes				
1000144356	EXPERIS MANPOWERGROUP SL	SPAIN	ESB82062266	No	N/A	4603244033	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  E37- IMACS BREAKFIX WORKSTATION REFRES	Service desk services	Yes	MCCS-Service Desk; Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	GUILLERMO GARROTE	Yes	ALTAMIRA	IGS Project Number: P036643	Yes	SPAIN	Yes	Yes				
1000144356	EXPERIS MANPOWERGROUP SL	SPAIN	ESB82062266	No	N/A	4603247728	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  E37- IMACS BREAKFIX WORKSTATION REFRES	OnSite Support	Yes	MCCS-Service Desk; Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	GUILLERMO GARROTE	Yes	ALTAMIRA	IGS Project Number: P036643	Yes	SPAIN	Yes	Yes				
1000144356	EXPERIS MANPOWERGROUP SL	SPAIN	ESB82062266	Yes	INTEGRA IT SOLUTIONS SLU  Avenida de la Vega 7 28108 Alcobendas (Madrid)	4603247729	H2	H2  -  IT PROD/SVC/MNT  -  LABOR ONLY SUBCONTRACTED SVCS  -  PF E63- ONSITE SUPPORT EXPENSES - E63- O	Onsite support Madrid	Yes	MCCS-Service Desk; Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	JAVIER ALVARADO	Yes	CEMEX	IGS Project Number: P032088	Yes	SPAIN	Yes	Yes				
1000144356	EXPERIS MANPOWERGROUP SL	SPAIN	ESB82062266	Yes	INTEGRA IT SOLUTIONS SLU  Avenida de la Vega 7 28108 Alcobendas (Madrid)	4603266017	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  SOPORTE A CEMEX CENTRAL - MONTHLY - SOPO	Onsite support Madrid	Yes	MCCS-Service Desk; Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	GUILLERMO GARROTE	Yes	CEMEX	IGS Project Number: P032088	Yes	SPAIN	Yes	Yes				
1000144356	EXPERIS MANPOWERGROUP SL	SPAIN	ESB82062266	No	N/A	4603267415	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  SERVICIO FT - MONTHLY - SERVICIO FT - MO	service para JAZZTEL	Yes	Mobility Services Delivery; Managed Mobility and Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	GUILLERMO GARROTE	Yes	FRANCE TELECOM	IGS Project Number: P031558	Yes	SPAIN	Yes	Yes				
1000036371	SUMINISTROS IMPORTACIONES Y	SPAIN		No	N/A	4603123634	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  E37-REMODELACION TIENDAS MAIN - E37-REMO	OnSite support	Yes	MCCS-Service Desk; Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	INMACULADA CARMONA PE    REZ	Yes	France Telecom	IGS Project Number: P035149	Yes	SPAIN	Yes	Yes				
1000036371	SUMINISTROS IMPORTACIONES Y	SPAIN		No	N/A	4603176535	H2	H2  -  IT PROD/SVC/MNT  -  LABOR ONLY SUBCONTRACTED SVCS  -  E63- DESKSIDE SUPPORT R. JOURNEYMAN - E6	onsite support	Yes	MCCS-Service Desk; Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	GUILLERMO GARROTE	Yes	LIBERBANK	IGS Project Number: P033621	Yes	SPAIN	Yes	Yes				
1000036371	SUMINISTROS IMPORTACIONES Y	SPAIN		No	N/A	4603183258	H2	H2  -  IT PROD/SVC/MNT  -  LABOR ONLY SUBCONTRACTED SVCS  -  E63- COMPUTER OPERATOR: GENERAL NOVICE -	Extension for PwdReset- CSC+Infra	Yes	MCCS-Service Desk; Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	INMACULADA CARMONA PE    REZ	Yes	France Telecom	IGS Project Number: P031571	Yes	SPAIN	Yes	Yes				
1000036371	SUMINISTROS IMPORTACIONES Y	SPAIN		No	N/A	4603193321	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  HAY QUE PONER LA DESCRIPCIÓN BREVE DEL	Service Desk services for Jazztel	Yes	MCCS-Service Desk; Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	INMACULADA CARMONA PE    REZ	Yes	France Telecom	IGS Project Number: P031571	Yes	SPAIN	Yes	Yes				
1000036371	SUMINISTROS IMPORTACIONES Y	SPAIN		No	N/A	4603218623	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  SERVICE DESK SEAT - SERVICE DESK SEAT PF	Servicio ServiceDesk	Yes	MCCS-Service Desk; Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	CARLOS BEJARANO M        IRALL	Yes	SEAT	IGS Project Number: P036308	Yes	SPAIN	Yes	Yes				
1000036371	SUMINISTROS IMPORTACIONES Y	SPAIN		No	N/A	4603218626	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  WORKPLACE ON SITE SEAT - WORKPLACE ON SI	Servicio OnSite	Yes	MCCS-Service Desk; Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	CARLOS BEJARANO M        IRALL	Yes	SEAT	IGS Project Number: P036310	Yes	SPAIN	Yes	Yes				
1000036371	SUMINISTROS IMPORTACIONES Y	SPAIN		No	N/A	4603219514	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  E37- IMACS BREAKFIX WORKSTATION REFRES	Servicio Plataforma	Yes	Mobility Services Delivery; Managed Mobility and Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	CARLOS BEJARANO M        IRALL	Yes	SEAT	IGS Project Number: P036309	Yes	SPAIN	Yes	Yes				
1000036371	SUMINISTROS IMPORTACIONES Y	SPAIN		No	N/A	4603242833	H4	H4  -  CONNECTIVITY  -  NETWORK SERVICES  -  NETWORKING - NETWORKING PF OFFER/QUOTE N	NETWORKING - NETWORKING PF OFFER/QUOTE N	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	LUIS PERARNAU R          ODRIG	Yes	ENDESA MEDIOS S	IGS Project Number: P036089	Yes	SPAIN	Yes	Yes				
1000036371	SUMINISTROS IMPORTACIONES Y	SPAIN		No	N/A	4603245429	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  E37- IMACS BREAKFIX WORKSTATION REFRES	onsite support	Yes	MCCS-Service Desk; Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	GUILLERMO GARROTE	Yes	LIBERBANK	IGS Project Number: P033621	Yes	SPAIN	Yes	Yes				
1000036371	SUMINISTROS IMPORTACIONES Y	SPAIN		No	N/A	4603250383	H4	H4  -  CONNECTIVITY  -  NETWORK SERVICES  -  SERVICIO N1 DE HELP-DESK - SERVICIO N1 D	BOLSA DE 50 TICKETS DE SERVICIO N2 DE HE	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	JOSE MOLINO BOU	Yes	ENDESA SERVICIO	IGS Project Number: P15818	Yes	SPAIN	Yes	Yes				
1000036371	SUMINISTROS IMPORTACIONES Y	SPAIN		No	N/A	4603253824	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  SERVICIO SPMS BANCO POPULAR - SERVICIO S	Homologacion Aplicaciones Virtuales	Yes	Mobility Services Delivery; Managed Mobility and Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	JORGE ALONSO MAR         TIN	Yes	B.Popular	IGS Project Number: P033140	Yes	SPAIN	Yes	Yes				
1000036371	SUMINISTROS IMPORTACIONES Y	SPAIN		No	N/A	4603255040	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  E37- PROVISION OF A MANAGED DESKSIDE SUP	E37- PROVISION OF A MANAGED DESKSIDE SUP	Yes	Mobility Services Delivery; Managed Mobility and Workplace Support Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	ANTONIO FERREIRO C       ALAVI	Yes	ORANGE ESPAGNE	IGS Project Number: P031569	Yes	SPAIN	Yes	Yes				
1000036371	SUMINISTROS IMPORTACIONES Y	SPAIN		No	N/A	4603258020	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  E37- PROVISION OF A MANAGED DESKSIDE SUP	Refuerzo 4 meses Renove	Yes	MCCS-Service Desk; Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	FRANCISCO MORENO	Yes	France Telecom	IGS Project Number: P036688	Yes	SPAIN	Yes	Yes				
1000036371	SUMINISTROS IMPORTACIONES Y	SPAIN		No	N/A	4603262041	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  E37- PROVISION OF A MANAGED DESKSIDE SUP	Orange OS BAU	Yes	MCCS-Service Desk; Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	INMACULADA CARMONA PE    REZ	Yes	France Telecom	IGS Project Number: P031569	Yes	SPAIN	Yes	Yes				
1000036371	SUMINISTROS IMPORTACIONES Y	SPAIN		No	N/A	4603263587	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  EN EL CAMPO EDITED LONG DESCRIPTION HAY	Service Desk services	Yes	MCCS-Service Desk; Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	GUILLERMO GARROTE	Yes	Tecnicas Reunidas	IGS Project Number: P036882	Yes	SPAIN	Yes	Yes				
1000036371	SUMINISTROS IMPORTACIONES Y	SPAIN		No	N/A	4603263589	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  E37- PROVISION OF A MANAGED DESKSIDE SUP	Orange SD BAU	Yes	MCCS-Service Desk; Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	GUILLERMO GARROTE	Yes	France Telecom	IGS Project Number: P031571	Yes	SPAIN	Yes	Yes				
1000036371	SUMINISTROS IMPORTACIONES Y	SPAIN		No	N/A	4603264590	H4	H4  -  CONNECTIVITY  -  N/A - USE S31  -  NETWORK PLANNING SERVICES - NETWORK PLAN	TECHNICAL OPERATIONS ANALYST - SYSTEM OPERATIONS - Master Band 3	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	PILAR MOTILVA PE         RALTA	Yes	TECNICAS REUNID	IGS Project Number: P036880	Yes	SPAIN	Yes	Yes				
1000036371	SUMINISTROS IMPORTACIONES Y	SPAIN		No	N/A	4603267424	H2	H2  -  IT PROD/SVC/MNT  -  LABOR ONLY SUBCONTRACTED SVCS  -  E63- COMPUTER OPERATOR: GENERAL NOVICE -	Extension for PwdReset- CSC+Infra	Yes	MCCS-Service Desk; Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	INMACULADA CARMONA PE    REZ	Yes	France Telecom	IGS Project Number: P031571	Yes	SPAIN	Yes	Yes				
1000036371	SUMINISTROS IMPORTACIONES Y	SPAIN		No	N/A	4603267607	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  OF BOND APPLICATION YOU MUST ENTER THE D	Vendorización	Yes	Mobility Services Delivery; Managed Mobility and Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	GUILLERMO GARROTE	Yes	B.Popular	IGS Project Number: P033140	Yes	SPAIN	Yes	Yes				
1000036371	SUMINISTROS IMPORTACIONES Y	SPAIN		Yes	ELPIS Informatica C/ del Ferro Parcela 61 nave 22  (Pol. Ind. Riu Clar)  43006 Tarragona	4603269444	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  SERVICIOS DE SOPORTE ON SITE VARIOS CLIE	servicio	Yes	MCCS-Service Desk; Workplace Support Services	Open	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	GUILLERMO GARROTE	Yes	FLUOR	IGS Project Number: P031585	Yes	SPAIN	Yes	Yes				
1000391334	MAVERSA SISTEMAS DE MANTENIMIENTO	SPAIN	ESB85995843	No	N/A	4603242434	H4	H4  -  CONNECTIVITY  -  DAS PON & WIRELESS SERVICES  -  LAN/WAN NETWORK ENGINEER AFTER - INSTALL	Wireless Services	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	FRANCISCO ROBERT	Yes	BSIS IGS	IGS Project Number: P031673	Yes	SPAIN	Yes	Yes				
1000391334	MAVERSA SISTEMAS DE MANTENIMIENTO	SPAIN	ESB85995843	No	N/A	4603284108	H4	H4  -  CONNECTIVITY  -  DAS PON & WIRELESS SERVICES  -  LAN/WAN NETWORK ENGINEER BASELINE OVERTI	Wireless Services	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	JOAQUIN YSACH	Yes	BSC-CNS	IGS Project Number: P17167	Yes	SPAIN	Yes	Yes				
1000394273	INDISEG EVOLIUM GROUP S L	SPAIN	ESB65501686	No	N/A	4603279194	H4	H4  -  CONNECTIVITY  -  NETWORK SERVICES  -  PC - OFICINA DE SEGURIDAD TEC. (OT) SR.	PC - OFICINA DE SEGURIDAD TEC. (OT) SR.	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	SONIA GONZALEZ-C         AMPO	Yes	ORANGE ESPAGNE	IGS Project Number: P034644	Yes	SPAIN	Yes	Yes				
1000429656	DECSIS II IBERIA LDA SUCURSAL	SPAIN		No	N/A	4603238227	H4	H4  -  CONNECTIVITY  -  N/A - USE S31  -  HORAS REGULARES	HORAS REGULARES	Yes	Managed Network Services	OPEN	10/1/2016	9/30/2018	N/A	GTS INFRA SVCS	JOSE PORTO	Yes	GAS NATURAL INF	IGS Project Number: P032866	Yes	SPAIN	Yes	Yes				
1000036336	SEIDOR SA	SPAIN		No	N/A	4603251256	H4	H4  -  CONNECTIVITY  -  NETWORK MAINTENANCE  -  VENDOR: SEIDOR SA VENDOR NUMBER:10000363	NETWORKING SERVICE	Yes	Distributed Middleware Databases Servers and Storage Management	OPEN	1/10/2017	12/31/2017	N/A	GTS INFRA SVCS	MIREIA PALLARES	Yes	CTTI	IGS Project Number: P032039	Yes	SPAIN	Yes	Yes				
1000134841	AT&T GLOBAL NETWORK SERV ESPANA SL	SPAIN	ESB82263161	No	N/A	4603128957	H3	H3  -  TELECOMM  -  TRANSPORT SERVICES (AT&T ONLY)  -  AVPN (OPCION 30 MBPS.) EN SANT CUGAT Y	Internet Data Access	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	ALBERTO VICENTE	Yes	All customer		Yes	SPAIN	Yes	Yes				
1000134841	AT&T GLOBAL NETWORK SERV ESPANA SL	SPAIN	ESB82263161	No	N/A	4603151934	H3	H3  -  TELECOMM  -  TRANSPORT SERVICES (AT&T ONLY)  -  RENOVACIÓN 2016 SERVICIOS AT&T. SERVICIO	Internet Data Access	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	ALBERTO VICENTE	Yes	All customer		Yes	SPAIN	Yes	Yes				
1000134841	AT&T GLOBAL NETWORK SERV ESPANA SL	SPAIN	ESB82263161	No	N/A	4603237840	H3	H3  -  TELECOMM  -  TRANSPORT SERVICES (AT&T ONLY)  -  T69-  INTERNAL (IGA) - POWER 9 OFFNET A	Internet Data Access	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	ALBERTO VICENTE	Yes	All customer		Yes	SPAIN	Yes	Yes				
1000134841	AT&T GLOBAL NETWORK SERV ESPANA SL	SPAIN	ESB82263161	No	N/A	4603237844	H3	H3  -  TELECOMM  -  TRANSPORT SERVICES (AT&T ONLY)  -  T69-  INTERNAL (IGA) - POWER 9 OFFNET A	Internet Data Access	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	ALBERTO VICENTE	Yes	All customer		Yes	SPAIN	Yes	Yes				
1000134841	AT&T GLOBAL NETWORK SERV ESPANA SL	SPAIN	ESB82263161	No	N/A	4603237845	H3	H3  -  TELECOMM  -  TRANSPORT SERVICES (AT&T ONLY)  -  T69-  INTERNAL (IGA) - POWER 9 OFFNET A	Internet Data Access	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	ALBERTO VICENTE	Yes	All customer		Yes	SPAIN	Yes	Yes				
1000134841	AT&T GLOBAL NETWORK SERV ESPANA SL	SPAIN	ESB82263161	No	N/A	4603237846	H3	H3  -  TELECOMM  -  TRANSPORT SERVICES (AT&T ONLY)  -  T69-  INTERNAL (IGA) - POWER 9 OFFNET A	Internet Data Access	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	ALBERTO VICENTE	Yes	All customer		Yes	SPAIN	Yes	Yes				
1000134841	AT&T GLOBAL NETWORK SERV ESPANA SL	SPAIN	ESB82263161	No	N/A	4603237848	H3	H3  -  TELECOMM  -  TRANSPORT SERVICES (AT&T ONLY)  -  T69-  INTERNAL (IGA) - POWER 9 OFFNET A	Internet Data Access	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	ALBERTO VICENTE	Yes	All customer		Yes	SPAIN	Yes	Yes				
1000134841	AT&T GLOBAL NETWORK SERV ESPANA SL	SPAIN	ESB82263161	No	N/A	4603237849	H3	H3  -  TELECOMM  -  TRANSPORT SERVICES (AT&T ONLY)  -  T69-  INTERNAL (IGA) - POWER 9 OFFNET A	Internet Data Access	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	ALBERTO VICENTE	Yes	All customer		Yes	SPAIN	Yes	Yes				
1000134841	AT&T GLOBAL NETWORK SERV ESPANA SL	SPAIN	ESB82263161	No	N/A	4603237856	H3	H3  -  TELECOMM  -  TRANSPORT SERVICES (AT&T ONLY)  -  T69-  INTERNAL (IGA) - POWER 9 OFFNET A	Internet Data Access	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	ALBERTO VICENTE	Yes	All customer		Yes	SPAIN	Yes	Yes				
1000134841	AT&T GLOBAL NETWORK SERV ESPANA SL	SPAIN	ESB82263161	No	N/A	4603237857	H3	H3  -  TELECOMM  -  TRANSPORT SERVICES (AT&T ONLY)  -  T69-  INTERNAL (IGA) - POWER 9 OFFNET A	Internet Data Access	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	ALBERTO VICENTE	Yes	All customer		Yes	SPAIN	Yes	Yes				
